skill,skill_percent,region,location_quotident,location_difference,location_change,absolute_location_change,num_ads,num_ads_per_skill
marketing and advertising,0.10216529429704178,Bedfordshire and Hertfordshire,1.2650482206171594,0.021405294297041785,0.2650482206171594,0.2650482206171594,3279,335.0
mediating and resolving disputes,0.09820067093626106,Bedfordshire and Hertfordshire,1.110867318283496,0.009800670936261052,0.11086731828349605,0.11086731828349605,3279,322.0
meet commitments,0.05428484293992071,Bedfordshire and Hertfordshire,1.052643842154755,0.0027148429399207127,0.05264384215475504,0.05264384215475504,3279,178.0
monitoring and evaluating the performance of individuals,0.04910033546813053,Bedfordshire and Hertfordshire,0.8273013558235978,-0.01024966453186947,-0.17269864417640224,0.17269864417640224,3279,161.0
monitoring developments in area of expertise,0.03873132052455017,Bedfordshire and Hertfordshire,0.9716839067875105,-0.0011286794754498328,-0.028316093212489513,0.028316093212489513,3279,127.0
monitoring financial and economic resources and activity,0.0384263494967978,Bedfordshire and Hertfordshire,1.1754771947628573,0.005736349496797806,0.17547719476285728,0.17547719476285728,3279,126.0
monitoring operational activities,0.07502287282708142,Bedfordshire and Hertfordshire,1.0939468187092654,0.0064428728270814195,0.09394681870926536,0.09394681870926536,3279,245.99999999999997
"monitoring, inspecting and testing equipment, systems and products",0.06404391582799634,Bedfordshire and Hertfordshire,1.0250306630601207,0.0015639158279963442,0.025030663060120695,0.025030663060120695,3279,210.00000000000003
negotiating and managing contracts and agreements,0.06892345227203416,Bedfordshire and Hertfordshire,0.905814854409701,-0.00716654772796585,-0.094185145590299,0.094185145590299,3279,226.0
performing calculations,0.07929246721561452,Bedfordshire and Hertfordshire,1.187368481815132,0.012512467215614512,0.187368481815132,0.187368481815132,3279,260.0
performing general clerical and administrative tasks,0.10887465690759378,Bedfordshire and Hertfordshire,1.0950981382779499,0.009454656907593784,0.09509813827794988,0.09509813827794988,3279,357.0
personal skills and development,0.2610551997560232,Bedfordshire and Hertfordshire,1.0098456529961053,0.0025451997560231865,0.009845652996105292,0.009845652996105292,3279,856.0000000000001
planning and scheduling events and activities,0.3571210734980177,Bedfordshire and Hertfordshire,1.102361629516044,0.03316107349801767,0.1023616295160441,0.1023616295160441,3279,1171.0
"preparing financial documents, records, reports, or budgets",0.05763952424519671,Bedfordshire and Hertfordshire,1.0189062090365335,0.0010695242451967055,0.018906209036533506,0.018906209036533506,3279,189.0
presenting general information,0.18572735590118938,Bedfordshire and Hertfordshire,1.162030631928858,0.025897355901189384,0.16203063192885803,0.16203063192885803,3279,609.0
"promoting products, services, or programs",0.11131442512961269,Bedfordshire and Hertfordshire,1.1036528368987972,0.010454425129612685,0.10365283689879723,0.10365283689879723,3279,365.0
providing general assistance to people,0.11649893260140287,Bedfordshire and Hertfordshire,1.1515165820045752,0.015328932601402875,0.15151658200457518,0.15151658200457518,3279,382.0
providing information to the public and clients,0.15065568770966759,Bedfordshire and Hertfordshire,1.2566159622125914,0.03076568770966759,0.2566159622125914,0.2566159622125914,3279,494.0
providing support to resolve problems,0.035071668191521806,Bedfordshire and Hertfordshire,0.9848825664566639,-0.0005383318084781971,-0.015117433543336056,0.015117433543336056,3279,115.0
responding to complaints,0.056724611161939616,Bedfordshire and Hertfordshire,1.7821115665076852,0.02489461116193962,0.7821115665076852,0.7821115665076852,3279,186.0
selling products or services,0.13174748398902103,Bedfordshire and Hertfordshire,1.306629812446901,0.030917483989021027,0.3066298124469009,0.3066298124469009,3279,431.99999999999994
software and applications development and analysis,0.06282403171698689,Bedfordshire and Hertfordshire,0.8387721190518944,-0.012075968283013105,-0.16122788094810558,0.16122788094810558,3279,206.0
supervising a team or group,0.22598353156450138,Bedfordshire and Hertfordshire,1.1251358305427004,0.025133531564501377,0.1251358305427004,0.1251358305427004,3279,741.0
teaching academic or vocational subjects,0.043610856968587984,Bedfordshire and Hertfordshire,0.8953162999094227,-0.005099143031412019,-0.10468370009057726,0.10468370009057726,3279,143.0
teaching and training,0.08173223543763343,Bedfordshire and Hertfordshire,0.9496018988919883,-0.004337764562366564,-0.050398101108011684,0.050398101108011684,3279,268.0
technical or academic writing,0.07410795974382434,Bedfordshire and Hertfordshire,1.0922322733061804,0.006257959743824343,0.09223227330618045,0.09223227330618045,3279,243.0
training on operational procedures,0.033546813052759986,Bedfordshire and Hertfordshire,1.0437714079887985,0.0014068130527599837,0.04377140798879853,0.04377140798879853,3279,109.99999999999999
using digital tools for collaboration and productivity,0.19030192131747484,Bedfordshire and Hertfordshire,0.9917240154123448,-0.001588078682525168,-0.008275984587655216,0.008275984587655216,3279,624.0
verifying identities and documentation,0.03873132052455017,Bedfordshire and Hertfordshire,1.2807976363938547,0.008491320524550167,0.2807976363938547,0.2807976363938547,3279,127.0
wholesale and retail sales,0.06129917657822507,Bedfordshire and Hertfordshire,0.9490505740551954,-0.0032908234217749258,-0.05094942594480456,0.05094942594480456,3279,201.0
work efficiently,0.06709362610551997,Bedfordshire and Hertfordshire,1.1814338106272226,0.010303626105519971,0.18143381062722264,0.18143381062722264,3279,219.99999999999997
work independently,0.11405916437938396,Bedfordshire and Hertfordshire,1.2539485969589266,0.02309916437938396,0.2539485969589266,0.2539485969589266,3279,374.0
work skills,0.1412015858493443,Bedfordshire and Hertfordshire,1.1886655934787802,0.0224115858493443,0.1886655934787802,0.1886655934787802,3279,463.0
working in teams,0.185422384873437,Bedfordshire and Hertfordshire,1.0053263113936077,0.00098238487343702,0.00532631139360773,0.00532631139360773,3279,608.0
working with others,0.03537663921927417,Bedfordshire and Hertfordshire,0.8824305118302362,-0.004713360780725831,-0.11756948816976376,0.11756948816976376,3279,116.0
accessing and analysing digital data,0.051933282789992416,"Berkshire, Buckinghamshire and Oxfordshire",1.039913552062323,0.0019932827899924177,0.039913552062323054,0.039913552062323054,5276,274.0
accompanying people,0.020659590598938588,"Berkshire, Buckinghamshire and Oxfordshire",0.9314513344877633,-0.0015204094010614101,-0.0685486655122367,0.0685486655122367,5276,108.99999999999999
accounting and taxation,0.026914329037149357,"Berkshire, Buckinghamshire and Oxfordshire",1.142858982469187,0.0033643290371493557,0.14285898246918705,0.14285898246918705,5276,142.0
adapt to change,0.0964746019711903,"Berkshire, Buckinghamshire and Oxfordshire",1.1602477687455237,0.0133246019711903,0.1602477687455237,0.1602477687455237,5276,509.00000000000006
advising and consulting,0.1535253980288097,"Berkshire, Buckinghamshire and Oxfordshire",1.0801758814381883,0.011395398028809706,0.08017588143818832,0.08017588143818832,5276,810.0
advising on design or use of technologies,0.02122820318423048,"Berkshire, Buckinghamshire and Oxfordshire",0.9181748782106608,-0.0018917968157695225,-0.0818251217893392,0.0818251217893392,5276,112.00000000000001
advising on educational or vocational matters,0.022554965883244883,"Berkshire, Buckinghamshire and Oxfordshire",1.081772944040522,0.0017049658832448827,0.08177294404052193,0.08177294404052193,5276,119.0
advising on environmental issues,0.032979529946929494,"Berkshire, Buckinghamshire and Oxfordshire",1.7008524985523203,0.013589529946929493,0.7008524985523203,0.7008524985523203,5276,174.0
advising on products and services,0.037338893100833964,"Berkshire, Buckinghamshire and Oxfordshire",1.1868688207512386,0.005878893100833962,0.18686882075123856,0.18686882075123856,5276,197.0
advocating for individual or community needs,0.06444275966641395,"Berkshire, Buckinghamshire and Oxfordshire",1.0931765846719923,0.005492759666413952,0.0931765846719923,0.0931765846719923,5276,340.0
allocating and controlling physical resources,0.029946929492039424,"Berkshire, Buckinghamshire and Oxfordshire",1.2168601987825853,0.005336929492039424,0.21686019878258533,0.21686019878258533,5276,158.0
analysing and evaluating information and data,0.1029188779378317,"Berkshire, Buckinghamshire and Oxfordshire",1.001936116996025,0.0001988779378316874,0.001936116996025028,0.001936116996025028,5276,543.0
analysing business operations,0.06254738438210766,"Berkshire, Buckinghamshire and Oxfordshire",0.990457393224191,-0.0006026156178923353,-0.009542606775808982,0.009542606775808982,5276,330.0
analysing financial and economic data,0.021796815769522367,"Berkshire, Buckinghamshire and Oxfordshire",0.9889662327369495,-0.00024318423047763396,-0.011033767263050498,0.011033767263050498,5276,115.0
assisting and supporting co-workers,0.027482941622441245,"Berkshire, Buckinghamshire and Oxfordshire",1.0828582199543437,0.002102941622441245,0.08285821995434373,0.08285821995434373,5276,145.0
assisting with personal needs,0.026535253980288095,"Berkshire, Buckinghamshire and Oxfordshire",0.8562521452174281,-0.004454746019711905,-0.1437478547825719,0.1437478547825719,5276,140.0
attend to detail,0.14935557240333586,"Berkshire, Buckinghamshire and Oxfordshire",1.1608547520856198,0.02069557240333586,0.16085475208561983,0.16085475208561983,5276,788.0
building and civil engineering,0.020659590598938588,"Berkshire, Buckinghamshire and Oxfordshire",1.210995931942473,0.0035995905989385894,0.21099593194247301,0.21099593194247301,5276,108.99999999999999
building and developing teams,0.039234268385140256,"Berkshire, Buckinghamshire and Oxfordshire",1.0044615561991874,0.00017426838514025822,0.004461556199187422,0.004461556199187422,5276,207.0
caring for children,0.02824109173616376,"Berkshire, Buckinghamshire and Oxfordshire",1.1010172216827978,0.002591091736163762,0.10101722168279781,0.10101722168279781,5276,149.0
cleaning interior and exterior of buildings,0.02350265352539803,"Berkshire, Buckinghamshire and Oxfordshire",1.219649897529737,0.00423265352539803,0.21964989752973696,0.21964989752973696,5276,124.0
coaching and mentoring,0.2318043972706596,"Berkshire, Buckinghamshire and Oxfordshire",1.0601618901013472,0.01315439727065959,0.060161890101347204,0.060161890101347204,5276,1223.0
"communication, collaboration and creativity",0.0543972706595906,"Berkshire, Buckinghamshire and Oxfordshire",0.9632950355868709,-0.0020727293404093974,-0.03670496441312909,0.03670496441312909,5276,287.0
complying with health and safety procedures,0.0854814253222138,"Berkshire, Buckinghamshire and Oxfordshire",1.0227497645634578,0.0019014253222137956,0.022749764563457786,0.022749764563457786,5276,451.0
complying with legal and organisational guidelines,0.10898407884761183,"Berkshire, Buckinghamshire and Oxfordshire",1.0145604063266787,0.0015640788476118245,0.014560406326678654,0.014560406326678654,5276,575.0
computer use,0.027103866565579986,"Berkshire, Buckinghamshire and Oxfordshire",1.179968069898998,0.0041338665655799856,0.17996806989899805,0.17996806989899805,5276,143.0
conducting investigations,0.04037149355572403,"Berkshire, Buckinghamshire and Oxfordshire",0.996827001375902,-0.00012850644427597063,-0.0031729986240980335,0.0031729986240980335,5276,212.99999999999997
coordinating activities with others,0.28601213040181955,"Berkshire, Buckinghamshire and Oxfordshire",1.078477113129033,0.020812130401819562,0.07847711312903294,0.07847711312903294,5276,1509.0
cope with pressure,0.055724033358605006,"Berkshire, Buckinghamshire and Oxfordshire",1.004036637091982,0.00022403335860500528,0.004036637091981987,0.004036637091981987,5276,294.0
creating artistic designs or performances,0.02843062926459439,"Berkshire, Buckinghamshire and Oxfordshire",1.0612403607538032,0.0016406292645943892,0.061240360753803236,0.061240360753803236,5276,150.0
database and network design and administration,0.07429871114480667,"Berkshire, Buckinghamshire and Oxfordshire",1.0183485628400037,0.001338711144806673,0.018348562840003746,0.018348562840003746,5276,392.0
deal with uncertainty,0.024829416224412433,"Berkshire, Buckinghamshire and Oxfordshire",1.0230497002230092,0.0005594162244124332,0.02304970022300923,0.02304970022300923,5276,131.0
demonstrate consideration,0.03089461713419257,"Berkshire, Buckinghamshire and Oxfordshire",0.8415858658183757,-0.00581538286580743,-0.1584141341816243,0.1584141341816243,5276,163.0
demonstrate enthusiasm,0.20166793025018953,"Berkshire, Buckinghamshire and Oxfordshire",1.1613471364825196,0.028017930250189532,0.16134713648251964,0.16134713648251964,5276,1064.0
demonstrate good manners,0.022554965883244883,"Berkshire, Buckinghamshire and Oxfordshire",0.997565939108575,-5.5034116755118406e-05,-0.0024340608914249495,0.0024340608914249495,5276,119.0
demonstrate willingness to learn,0.03847611827141774,"Berkshire, Buckinghamshire and Oxfordshire",1.0512600620605939,0.0018761182714177385,0.05126006206059386,0.05126006206059386,5276,203.0
designing structures or facilities,0.03127369219105383,"Berkshire, Buckinghamshire and Oxfordshire",1.1355734274166243,0.0037336921910538327,0.13557342741662426,0.13557342741662426,5276,165.0
designing systems and products,0.022175890826383625,"Berkshire, Buckinghamshire and Oxfordshire",1.0687176301871626,0.0014258908263836238,0.06871763018716259,0.06871763018716259,5276,117.0
developing educational programmes,0.032600454890068235,"Berkshire, Buckinghamshire and Oxfordshire",0.8035606332282039,-0.007969545109931767,-0.19643936677179608,0.19643936677179608,5276,172.0
"developing financial, business or marketing plans",0.07676269901440486,"Berkshire, Buckinghamshire and Oxfordshire",1.0612843773593923,0.004432699014404851,0.061284377359392295,0.061284377359392295,5276,405.0
developing instructive or promotional materials,0.02558756633813495,"Berkshire, Buckinghamshire and Oxfordshire",0.919093618467491,-0.0022524336618650505,-0.08090638153250895,0.08090638153250895,5276,135.0
developing objectives and strategies,0.04852160727824109,"Berkshire, Buckinghamshire and Oxfordshire",1.0450486168046758,0.002091607278241092,0.045048616804675756,0.045048616804675756,5276,256.0
developing operational policies and procedures,0.11429112964366944,"Berkshire, Buckinghamshire and Oxfordshire",1.0903561309260585,0.009471129643669446,0.09035613092605854,0.09035613092605854,5276,603.0
developing professional relationships or networks,0.2494313874147081,"Berkshire, Buckinghamshire and Oxfordshire",1.1572394331201081,0.033891387414708096,0.15723943312010813,0.15723943312010813,5276,1316.0
developing solutions,0.09799090219863534,"Berkshire, Buckinghamshire and Oxfordshire",1.0534390690027449,0.00497090219863533,0.053439069002744866,0.053439069002744866,5276,517.0
directing operational activities,0.18119787717968158,"Berkshire, Buckinghamshire and Oxfordshire",1.160037625990279,0.024997877179681577,0.16003762599027893,0.16003762599027893,5276,956.0
"documenting technical designs, procedures, problems or activities",0.020659590598938588,"Berkshire, Buckinghamshire and Oxfordshire",0.8806304603128128,-0.0028004094010614135,-0.11936953968718722,0.11936953968718722,5276,108.99999999999999
driving vehicles,0.022365428354814254,"Berkshire, Buckinghamshire and Oxfordshire",1.1238908721012186,0.002465428354814253,0.12389087210121863,0.12389087210121863,5276,118.0
electronics and automation,0.030326004548900682,"Berkshire, Buckinghamshire and Oxfordshire",1.0156063144306993,0.0004660045489006809,0.015606314430699264,0.015606314430699264,5276,160.0
engaging with others to identify needs,0.027672479150871874,"Berkshire, Buckinghamshire and Oxfordshire",0.8903629070422096,-0.003407520849128126,-0.10963709295779045,0.10963709295779045,5276,146.0
entering and transforming information,0.03449583017437453,"Berkshire, Buckinghamshire and Oxfordshire",1.1741262823136327,0.005115830174374527,0.1741262823136327,0.1741262823136327,5276,182.0
executing financial transactions,0.07410917361637605,"Berkshire, Buckinghamshire and Oxfordshire",1.0077396466735933,0.0005691736163760536,0.007739646673593281,0.007739646673593281,5276,391.0
"finance, banking and insurance",0.05686125852918878,"Berkshire, Buckinghamshire and Oxfordshire",1.0177422324895073,0.000991258529188778,0.017742232489507348,0.017742232489507348,5276,300.0
following instructions and procedures,0.03127369219105383,"Berkshire, Buckinghamshire and Oxfordshire",0.938867973312934,-0.002036307808946168,-0.061132026687065966,0.061132026687065966,5276,165.0
gathering information from physical or electronic sources,0.029188779378316907,"Berkshire, Buckinghamshire and Oxfordshire",1.1722401356753778,0.0042887793783169086,0.17224013567537777,0.17224013567537777,5276,154.0
history and archaeology,0.03373768006065201,"Berkshire, Buckinghamshire and Oxfordshire",1.709102333366363,0.01399768006065201,0.7091023333663631,0.7091023333663631,5276,178.0
identifying opportunities,0.06103108415466262,"Berkshire, Buckinghamshire and Oxfordshire",1.1651600640447235,0.00865108415466262,0.1651600640447235,0.1651600640447235,5276,322.0
implementing new procedures or processes,0.0200909780136467,"Berkshire, Buckinghamshire and Oxfordshire",1.0292509228302613,0.0005709780136467016,0.029250922830261317,0.029250922830261317,5276,106.0
law,0.030136467020470053,"Berkshire, Buckinghamshire and Oxfordshire",0.896385098764725,-0.0034835329795299443,-0.10361490123527495,0.10361490123527495,5276,159.0
leading and motivating,0.2835481425322214,"Berkshire, Buckinghamshire and Oxfordshire",1.0973650007052183,0.025158142532221373,0.09736500070521825,0.09736500070521825,5276,1496.0
liaising and networking,0.026345716451857466,"Berkshire, Buckinghamshire and Oxfordshire",1.3858872410235386,0.007335716451857467,0.38588724102353855,0.38588724102353855,5276,139.0
listening and asking questions,0.026724791508718725,"Berkshire, Buckinghamshire and Oxfordshire",0.9782134520028816,-0.0005952084912812759,-0.021786547997118433,0.021786547997118433,5276,141.0
literature and linguistics,0.037149355572403335,"Berkshire, Buckinghamshire and Oxfordshire",1.277488155859812,0.008069355572403333,0.2774881558598119,0.2774881558598119,5276,196.0
"loading and unloading goods and, materials",0.026156178923426837,"Berkshire, Buckinghamshire and Oxfordshire",0.9926443614203734,-0.00019382107657316128,-0.007355638579626622,0.007355638579626622,5276,138.0
maintaining and enforcing physical security,0.0640636846095527,"Berkshire, Buckinghamshire and Oxfordshire",1.1954410264891342,0.010473684609552697,0.1954410264891342,0.1954410264891342,5276,338.0
maintaining operational records,0.12073540561031085,"Berkshire, Buckinghamshire and Oxfordshire",1.0613168566307212,0.0069754056103108475,0.06131685663072117,0.06131685663072117,5276,637.0
making decisions,0.02862016679302502,"Berkshire, Buckinghamshire and Oxfordshire",0.9377512055381724,-0.001899833206974979,-0.06224879446182763,0.06224879446182763,5276,151.0
manage quality,0.08529188779378317,"Berkshire, Buckinghamshire and Oxfordshire",1.0899921762783793,0.007041887793783175,0.0899921762783793,0.0899921762783793,5276,450.00000000000006
management and administration,0.18934799090219864,"Berkshire, Buckinghamshire and Oxfordshire",1.038092055384861,0.006947990902198636,0.038092055384860934,0.038092055384860934,5276,999.0
management skills,0.08472327520849128,"Berkshire, Buckinghamshire and Oxfordshire",1.1098149752225737,0.008383275208491275,0.10981497522257366,0.10981497522257366,5276,447.0
managing and analysing digital data,0.15144048521607278,"Berkshire, Buckinghamshire and Oxfordshire",1.0993066580725377,0.01368048521607279,0.09930665807253769,0.09930665807253769,5276,799.0
managing budgets or finances,0.10007581501137225,"Berkshire, Buckinghamshire and Oxfordshire",1.0988889317159576,0.00900581501137225,0.09888893171595758,0.09888893171595758,5276,528.0
managing human resources,0.03809704321455648,"Berkshire, Buckinghamshire and Oxfordshire",1.1942646775723036,0.006197043214556483,0.1942646775723036,0.1942646775723036,5276,201.0
managing information,0.039234268385140256,"Berkshire, Buckinghamshire and Oxfordshire",0.9467728857418016,-0.002205731614859742,-0.05322711425819837,0.05322711425819837,5276,207.0
marketing and advertising,0.10159211523881728,"Berkshire, Buckinghamshire and Oxfordshire",1.2579509068699515,0.020832115238817284,0.2579509068699515,0.2579509068699515,5276,536.0
mechanics and metal trades,0.021607278241091737,"Berkshire, Buckinghamshire and Oxfordshire",0.880133533242026,-0.0029427217589082615,-0.11986646675797397,0.11986646675797397,5276,114.0
mediating and resolving disputes,0.10803639120545869,"Berkshire, Buckinghamshire and Oxfordshire",1.2221311222336955,0.01963639120545868,0.22213112223369547,0.22213112223369547,5276,570.0
meet commitments,0.052312357846853674,"Berkshire, Buckinghamshire and Oxfordshire",1.0143951492506045,0.0007423578468536765,0.014395149250604478,0.014395149250604478,5276,276.0
monitoring and evaluating the performance of individuals,0.05970432145564822,"Berkshire, Buckinghamshire and Oxfordshire",1.0059700329511072,0.00035432145564821826,0.005970032951107207,0.005970032951107207,5276,315.0
monitoring developments in area of expertise,0.043214556482183475,"Berkshire, Buckinghamshire and Oxfordshire",1.0841584666879949,0.0033545564821834753,0.08415846668799487,0.08415846668799487,5276,228.0
monitoring financial and economic resources and activity,0.038855193328279,"Berkshire, Buckinghamshire and Oxfordshire",1.1885956967965434,0.006165193328279001,0.18859569679654342,0.18859569679654342,5276,205.0
monitoring operational activities,0.077710386656558,"Berkshire, Buckinghamshire and Oxfordshire",1.1331348302210265,0.009130386656557993,0.13313483022102646,0.13313483022102646,5276,410.0
monitoring safety or security,0.02047005307050796,"Berkshire, Buckinghamshire and Oxfordshire",0.9437553282852909,-0.001219946929492042,-0.05624467171470915,0.05624467171470915,5276,107.99999999999999
"monitoring, inspecting and testing equipment, systems and products",0.06501137225170583,"Berkshire, Buckinghamshire and Oxfordshire",1.04051492080195,0.0025313722517058337,0.04051492080194996,0.04051492080194996,5276,343.0
negotiating and managing contracts and agreements,0.07960576194086429,"Berkshire, Buckinghamshire and Oxfordshire",1.0462053087247245,0.0035157619408642815,0.0462053087247245,0.0462053087247245,5276,420.0
"organising, planning and scheduling work and activities",0.02558756633813495,"Berkshire, Buckinghamshire and Oxfordshire",1.0157827049676438,0.0003975663381349491,0.01578270496764378,0.01578270496764378,5276,135.0
performing artistic or cultural activities,0.024071266110689916,"Berkshire, Buckinghamshire and Oxfordshire",0.8756371811818813,-0.003418733889310084,-0.12436281881811873,0.12436281881811873,5276,127.0
